recipe_id,ingredient_id,quantity
114,455,1/2顆
114,456,1/2顆
114,87,6小株
114,457,100g
114,89,1/2包
114,458,1條
114,459,10顆
114,460,1/2茶匙
114,17,3g
114,68,適量
114,461,250g
114,79,2g
114,462,4g
114,225,30g
114,463,110ml
114,464,少許
114,465,少許
115,466,8張
115,467,2顆
115,382,1顆
115,468,1顆
115,469,1條
115,119,1根
115,321,1茶匙
115,460,1茶匙
115,470,2大匙
115,17,少許
115,226,1/2茶匙
115,135,40ml
115,225,80ml
115,471,1杯
115,472,800ml
115,473,1大匙
115,474,適量
115,475,適量
115,476,10枝
115,391,8片
115,477,適量
116,3,4顆
116,109,50ml
116,225,2大匙
116,42,1/2顆
116,478,1瓣
116,468,2顆
116,286,100g
116,467,1/2顆
116,382,1/2顆
116,87,5小株
116,479,3顆
116,17,適量
116,480,適量
116,481,300ml
116,482,300ml
117,184,10顆
117,483,4顆
117,484,2塊
117,485,4尾
117,17,1g
117,68,少許
117,486,少許
117,487,200ml
117,488,200ml
117,489,少許
117,490,4片
117,225,50g
117,491,1/6茶匙
117,492,1/6茶匙
117,493,1/6茶匙
117,494,1g
117,19,1g
117,495,1顆
118,490,4片
118,485,12隻
118,496,12小片
118,289,15g
118,17,少許
118,68,少許
118,489,適量
118,497,適量
118,379,2-4片
118,479,2顆
118,498,6片
118,499,2小塊
118,500,2茶匙
118,501,100g
118,482,100g
118,502,1茶匙
118,312,1茶匙
118,386,少許
119,503,400g
119,27,1大匙
119,504,2大匙
119,505,2大匙
119,127,1大匙
119,506,100g
119,507,1大匙
119,42,半顆
119,379,半顆
119,18,80cc
119,14,6瓣
119,66,6根
119,508,100g
119,52,1/2條
121,384,5顆
121,17,1/4茶匙
121,513,250ml
122,514,30顆
122,515,2尾
122,516,200g
122,66,7支
122,42,半顆
122,517,3米杯
122,127,2米杯
122,3,1顆
122,518,8根
123,387,20顆
123,127,200cc
123,519,1份
123,312,1米杯
123,9,1米杯
123,520,300cc
124,521,6片
124,522,6片
124,52,60g
124,69,200g
124,298,1大匙
124,127,100cc
124,17,1/4小匙
124,3,4顆
124,77,適量
124,523,4大匙
125,524,400g
125,332,2把
125,525,150g
125,526,1根
125,89,50g
125,527,50g
125,119,1根
125,17,適量
125,528,1500ml
125,529,2個
125,530,1/2茶匙
125,400,1大匙
125,462,1大匙
126,385,80g
126,442,5g
126,97,80g
126,531,1大匙
126,336,1顆
126,208,15g
126,532,1大匙
126,499,50g
126,533,1茶匙
126,477,適量
126,534,適量
126,535,2片
127,536,50g
127,537,3塊
127,391,2片
127,88,1根
127,538,1小株
127,539,50g
127,540,1塊
127,477,2大匙
127,541,1個
127,460,1/2茶匙
127,542,1茶匙
127,543,1茶匙
127,531,1大匙
127,380,1.5大匙
127,225,1/2小匙
127,544,100g
127,545,300g
127,92,1茶匙
127,77,少許
128,546,70g
128,266,50g
128,547,30g
128,385,100g
128,336,1顆
128,548,150g
128,549,2把
128,550,4顆
128,186,80g
128,551,50g
128,92,1大匙
128,552,600ml
128,553,適量
128,554,適量
129,555,2顆
129,120,1碗
129,556,2片
129,557,70g
129,558,30g
129,477,20g
129,559,少許
129,560,少許
129,223,100g
129,561,1茶匙
130,562,80g
130,563,1/4顆
130,270,1/2小匙
130,480,少許
130,17,1/4小匙
130,292,1茶匙
130,564,1茶匙
130,565,1人份
130,566,適量
130,567,適量
130,139,1-2片
130,568,各1
130,569,半顆
130,554,1茶匙
130,570,少許
130,571,適量
130,414,200g
130,154,15g
130,552,600ml
130,572,2大匙
130,92,2大匙
130,573,少許
131,574,半邊
131,213,3克
131,575,80克
131,576,100cc
131,387,2顆
131,577,50克
131,578,20克
131,579,少許
131,580,100克
131,95,3克
131,225,5克
132,237,1份
132,581,10克
132,380,30克
132,582,30克
132,583,30克
132,584,10克
132,67,10克
132,585,10克
132,436,約10公分
132,3,5顆
132,18,3大匙
132,92,2大匙
132,529,3顆
132,10,500cc
132,586,半顆
133,392,2片
133,389,100克
133,477,10克
133,587,各10克
133,588,10克
133,391,20克
133,589,10克
133,590,10克
134,575,100克
134,186,100克
134,18,1大匙
134,24,1小匙
134,31,1小匙
134,591,50克
134,592,適量
134,585,5克
134,593,20克
134,594,20克
134,595,20克
134,596,150cc
134,242,3顆
134,447,5-8顆
134,88,3支
135,597,300cc
135,95,1/2小匙
135,549,1把
135,598,15克
135,266,15克
135,414,10克
135,242,3-5顆
135,213,1小匙
135,599,10克
135,496,10克
135,600,10克
136,601,2片
136,213,適量
136,391,適量
136,602,2個
136,565,2碗
136,603,10g
136,604,20g
136,318,2大匙
136,271,1大匙
136,25,1大匙
137,605,200g
137,414,100g
137,606,5條
137,607,150g
137,608,2顆
137,609,3瓣
137,14,3瓣
137,359,1根
137,77,適量
137,610,適量
137,611,800ml
137,612,50ml
137,271,1大匙
137,19,1茶匙
137,17,適量
138,139,40g
138,178,50g
138,613,30ml
138,614,30ml
138,339,10g
138,10,100g
139,615,2-3大匙
139,614,1大匙
139,135,1顆量
139,76,150ml
139,616,適量
139,617,600g
139,618,300g
140,619,3片
140,129,6隻
140,620,45g
140,621,1根
140,622,適量
140,144,適量
140,623,100g
140,624,1瓣
140,625,1/2根
140,292,20g
140,357,1大匙
140,17,少許
140,10,1大匙
140,271,1大匙
140,135,1大匙
140,19,1大匙
140,626,1茶匙
140,229,1茶匙
141,627,100g
141,113,100g
141,610,適量
141,628,70g
141,357,50ml
141,17,適量
141,414,適量
141,36,適量
141,602,1個
141,360,1片
141,359,1根
141,361,1塊
141,10,300ml
142,629,100g
142,630,30克
142,616,200g
143,631,一顆
143,632,300cc
143,299,100g
144,490,150g
144,583,50g
144,633,5g
144,634,2g
144,362,10g
144,264,10g
144,391,10g
144,629,80g
144,64,50g
144,616,50g
145,86,100g
145,135,20cc
145,27,20克
145,635,5g
146,162,3朵
146,210,1把
146,90,1份
146,355,1份
146,373,1份
146,88,10克
146,588,10克
146,636,2支
146,393,適量
146,114,半盒
146,590,20克
146,637,20克
146,638,1大匙
146,95,1小匙
146,31,1小匙
146,10,1500cc
146,26,少許
147,184,500克
147,515,1支
147,637,100克
147,266,10克
147,268,20克
147,296,5克
147,350,5克
147,36,10克
147,639,10克
147,626,5克
147,24,2大匙
147,26,1小匙
147,95,1/4小匙
147,332,1把
147,640,50克
147,641,150cc
148,642,4-5張
148,643,1把
148,644,6尾
148,141,1顆
148,586,1/2顆
148,589,10克
148,645,5克
148,242,3-5顆
148,588,10克
148,590,10克
148,598,10克
148,646,適量
148,271,2大匙
148,135,1.5大匙
148,10,2大匙
148,208,1大匙
149,186,150g
149,647,150g
149,255,20cc
149,522,50g
149,564,20g
149,606,80g
149,648,20cc
149,649,2g
150,650,100g
150,3,20g
150,522,20g
150,170,100g
150,68,2g
150,95,2g
150,651,30g
150,223,20g
151,652,600克
151,18,3大匙
151,31,1小匙
151,208,10克
151,580,50克
151,322,10克
151,8,50克
151,336,20克
151,114,30克
151,255,10克
151,653,50克
151,296,5克
151,379,30克
151,654,30克
151,655,100克
152,656,1份
152,77,1把
152,609,2克
152,657,100克
152,279,2塊
152,658,半顆
152,659,1顆
152,660,120cc
152,40,3大匙
152,176,1大匙
152,26,1大匙
152,661,1大匙
153,662,半碗
153,514,50克
153,129,50克
153,515,50克
153,663,10克
153,268,5克
153,350,3克
153,95,1茶匙
153,664,30克
153,443,25克
153,665,30克
154,151,100g
154,197,50g
154,148,30g
154,666,30g
154,356,300cc
154,667,80g
154,206,2g
154,95,5g
154,668,5g
154,669,2包
154,178,200cc
155,670,80g
155,10,50cc
155,257,240g
155,671,3g
155,3,50g
155,259,15g
155,19,20g
155,17,2g
155,225,25g
156,672,450g
156,318,1大匙
156,24,40cc
156,17,少許
156,673,2小匙
156,18,2大匙
156,92,1大匙
157,674,1盒
157,355,1包
157,268,適量
157,74,2根
157,14,2瓣
157,42,半顆
157,675,3大匙
157,24,2大匙
157,127,60cc
158,676,5朵
158,667,3株
158,677,少許
158,678,120g
158,679,200g
158,268,2根
158,155,1大匙
158,92,1小匙
158,24,1大匙
158,680,1/2小匙
158,31,1/2小匙
158,17,1/4小匙
159,114,80g
159,681,50g
159,3,20g
159,682,50g
159,8,20g
159,42,20g
159,20,100g
159,225,10cc
159,683,5cc
159,68,10g
160,684,80g
160,685,150g
160,264,10g
160,95,5g
160,206,2g
160,686,50g
160,687,20cc
160,688,200cc
160,689,5g
160,113,200g
160,155,20g
160,690,10g
160,26,2cc
161,691,50g
161,692,150g
161,639,50g
161,264,20g
161,95,5g
161,693,80g
161,186,50g
161,287,20g
161,694,20g
161,695,5cc
161,696,少許
162,549,30克
162,184,50克
162,580,50克
162,697,30克
162,698,3克
162,95,3克
163,531,50克
163,699,15克
163,318,5克
163,135,5克
163,700,30克
163,701,100克
163,387,1顆(60g)
163,702,20克
163,703,50克
163,704,100克
164,705,300ml
164,706,50g
164,8,80g
164,697,80g
164,84,80g
164,707,50g
164,708,50g
164,709,150g
165,8,100g
165,710,50g
165,68,10g
165,711,80g
165,712,3g
165,713,80g
165,714,150g
165,715,40ml
165,42,100g
165,135,50cc
165,36,50g
165,265,10g
165,345,5g
166,423,100g
166,716,80g
166,717,10g
166,244,50g
166,3,20g
166,366,100g
166,718,10cc
166,433,20g
166,719,50g
166,77,10g
166,114,20g
166,720,50cc
166,706,10g
166,721,5g
166,722,10g
166,162,20g
167,113,300g
167,127,30g
167,109,15g
167,17,1.25g
167,30,2.5g
167,680,2.5g
167,69,60g
167,3,1顆
167,564,100g
168,723,50克
168,724,20克
168,725,200cc
168,726,60克
168,580,10克
168,95,3克
169,727,500cc
169,728,30克
169,42,30克
169,186,50克
169,729,100克
169,730,100克
169,731,100克
169,114,20克
169,95,5克
169,225,5克
170,545,200ml
170,706,50g
170,707,50g
170,732,80g
170,588,80g
170,264,80g
170,362,10g
170,556,50g
170,366,100g
170,398,10g
171,733,50g
171,95,5g
171,607,80g
171,299,80g
171,391,20g
171,8,20g
171,734,20g
172,735,50g
172,736,50g
172,447,10g
172,689,10g
172,107,20g
172,737,10g
172,3,20g
172,139,20g
172,68,5g
172,178,150cc
172,738,2g
172,19,10g
173,209,300g
173,355,40g
173,281,50g
173,580,30g
173,18,15g
173,92,5g
173,45,2.5g
173,296,10g
174,97,2塊(400g)
174,637,50g
174,42,60g
174,296,10g
174,127,200g
174,17,1.25g
174,18,5g
174,739,30cc
174,256,3g
174,740,3g
175,209,半盒(150g)
175,281,180g
175,66,10g
175,380,50g
175,355,20g
175,127,1000cc
175,436,10g
175,248,20g
176,370,2杯(480g)
176,127,2杯(480g)
176,741,120g
176,17,1.25g
176,742,15g
176,743,6片(12g)
177,744,200g
177,52,80g
177,66,80g
177,8,兩顆
177,24,15g
177,18,15g
177,92,15g
177,27,2.5g
178,745,六片(150g)
178,20,200g
178,3,120g
178,17,1.25g
178,27,5g
178,746,20g
178,747,1份
178,472,180cc
178,109,200cc
179,423,1/2片(約150g
179,17,1/2小匙
179,92,1小匙(5g
179,748,適量(20g
179,565,1碗(約150g
179,749,約150g
179,417,少許
179,750,適量
179,751,1/4小塊
179,18,適量
179,585,少許
180,752,6片
180,753,2把
180,42,半顆
180,14,2瓣
180,591,1碗(約100g
180,281,1顆(約150g
180,754,1大匙
180,127,1400cc
180,667,1株(約20g
180,355,1/2包(約90g
180,755,約100g
181,756,5張
181,3,4顆
181,757,適量(約60g
181,758,適量(約40g
181,588,4根(約40g
181,207,1條
181,230,8根(約60g
181,52,半條(約60g
181,759,2杯(360g
181,453,1杯(180g
181,127,3杯(540cc
181,760,1/2杯(90cc
181,92,20cc
182,3,2顆
182,107,1條
182,309,45g
182,109,200cc
182,17,1/4小匙
182,8,40g
182,761,20g
183,237,四人份(約720g
183,762,300g
183,355,100g
183,763,50g
183,380,140g
183,764,600g
183,127,3000cc
183,765,1顆(約200g
183,766,2片
183,387,4顆
183,743,適量
183,767,約10g
183,768,約20g
183,769,約5g
184,377,200g
184,770,100g
184,565,約350g
184,18,1大匙(15g
184,92,1大匙(15g
184,127,200cc
184,155,1大匙(15g
184,25,2大匙(30g
184,126,1大匙(15g
184,739,適量(50cc
184,26,1大匙(15g
184,771,2瓣
184,772,2根(20g
184,773,2根(20g
185,774,2片
185,775,約30g調味醃製用
185,745,2片
185,3,2顆
185,776,4片
185,777,少許
185,30,適量
185,341,12顆
185,109,400cc
185,778,2盒
185,107,1條
186,90,20g
186,355,20g
186,779,20g
186,8,20g
186,3,20g
186,667,50g
186,128,50g
186,685,120g　＿
186,124,５cc
186,18,10cc
187,780,100g
187,379,50g
187,113,50g
187,170,80g
187,242,20g
187,317,100g
187,341,20g
187,447,20g
187,781,10g
187,689,點綴用
187,225,20cc
187,135,20cc
187,68,10g
188,782,50g
188,477,20克
188,589,20克
188,207,20克
188,737,10g
188,392,2張
188,783,50g
188,109,300cc
188,318,10g
189,580,110g(1株)
189,784,50g(約半顆)
189,90,60g(約半包)
189,104,80g(約4朵)
189,785,90g
189,14,2蒜瓣
189,24,1大匙(約15g)
189,225,1大匙(約15g)
189,17,適量(約5g)
189,19,少許(約5g)
190,393,55g
190,52,15g
190,786,20g
190,84,60g
190,66,1枝(20g)
190,186,90g
190,14,2蒜瓣
190,120,160g
190,18,1/2大匙
190,24,1大匙(約15g)
190,19,少許(約5g)
190,17,少許(約5g)
190,26,少許(約5g)
190,787,2大匙
190,31,適量(約5g)
190,10,2小匙(約10g)
190,155,1小匙(約5g)
191,788,1量米杯(180cc
191,789,180g
191,164,120g
191,84,100g
191,203,20g
191,148,15g
191,790,15g
191,10,1000cc
